Suburb,Type,Price,Distance,Zipcode,#Bedroom,#Bathroom,#-Car Garage,Lot_size,Region_name,Property_count
Fitzroy North,u,700000,3.5,3068,2,2,2,4296,Northern Metropolitan,6244
Fitzroy North,h,2875000,3.5,3068,5,2,3,818,Northern Metropolitan,6244
Flemington,h,1000000,3.4,3031,2,1,0,132,Northern Metropolitan,3593
Flemington,h,918000,4.4,3031,2,1,0,136,Northern Metropolitan,3593
Flemington,h,917000,4.4,3031,3,1,0,143,Northern Metropolitan,3593
Flemington,h,885000,4.4,3031,3,1,0,162,Northern Metropolitan,3593
Flemington,h,850000,4.4,3031,4,2,0,162,Northern Metropolitan,3593
Flemington,h,957000,4.4,3031,2,1,0,165,Northern Metropolitan,3593
Flemington,h,870000,4.4,3031,3,2,0,167,Northern Metropolitan,3593
Flemington,h,1100000,4.4,3031,3,2,0,179,Northern Metropolitan,3593
Flemington,h,820000,3.4,3031,3,1,0,185,Northern Metropolitan,3593
Flemington,h,860000,4.4,3031,2,1,0,202,Northern Metropolitan,3593
Flemington,h,1290000,3.4,3031,4,2,0,202,Northern Metropolitan,3593
Flemington,h,1060000,4.4,3031,2,1,0,209,Northern Metropolitan,3593
Flemington,h,855000,4.4,3031,2,1,0,225,Northern Metropolitan,3593
Flemington,h,1205000,4.4,3031,3,1,0,251,Northern Metropolitan,3593
Flemington,h,953000,4.4,3031,2,1,0,274,Northern Metropolitan,3593
Flemington,h,1130000,4.4,3031,3,1,0,294,Northern Metropolitan,3593
Flemington,h,730000,4.4,3031,2,1,1,140,Northern Metropolitan,3593
Flemington,h,1225000,3.4,3031,2,1,1,150,Northern Metropolitan,3593
Flemington,h,865500,4.4,3031,2,1,1,168,Northern Metropolitan,3593
Flemington,h,1085000,4.4,3031,3,1,1,180,Northern Metropolitan,3593
Flemington,h,990000,3.4,3031,2,1,1,180,Northern Metropolitan,3593
Flemington,h,1100000,4.4,3031,2,1,1,186,Northern Metropolitan,3593
Flemington,h,950000,4.4,3031,2,1,1,193,Northern Metropolitan,3593
Flemington,h,1100000,3.4,3031,2,1,1,193,Northern Metropolitan,3593
Flemington,h,1012000,4.4,3031,3,1,1,212,Northern Metropolitan,3593
Flemington,h,1115000,4.4,3031,3,1,1,244,Northern Metropolitan,3593
Flemington,h,1110000,4.4,3031,3,1,1,272,Northern Metropolitan,3593
Flemington,h,1220000,3.4,3031,3,1,1,293,Northern Metropolitan,3593
Flemington,h,1340000,3.4,3031,4,2,1,302,Northern Metropolitan,3593
Flemington,h,1315000,4.4,3031,2,1,1,313,Northern Metropolitan,3593
Flemington,h,940000,4.4,3031,3,1,1,320,Northern Metropolitan,3593
Flemington,h,1550000,4.4,3031,5,1,1,432,Northern Metropolitan,3593
Flemington,u,390000,4.4,3031,2,1,1,472,Northern Metropolitan,3593
Flemington,h,1700000,4.4,3031,4,1,1,616,Northern Metropolitan,3593
Flemington,u,452500,3.4,3031,2,1,1,807,Northern Metropolitan,3593
Flemington,u,395000,4.4,3031,1,1,1,818,Northern Metropolitan,3593
Flemington,u,380000,4.4,3031,1,1,1,2077,Northern Metropolitan,3593
Flemington,h,1250000,4.4,3031,3,2,2,226,Northern Metropolitan,3593
Flemington,h,1500000,3.4,3031,3,1,2,241,Northern Metropolitan,3593
Flemington,h,1090000,3.4,3031,2,1,2,263,Northern Metropolitan,3593
Flemington,t,1017500,3.4,3031,3,2,2,459,Northern Metropolitan,3593
Flemington,h,2268000,3.4,3031,4,2,2,616,Northern Metropolitan,3593
Flemington,h,991000,4.4,3031,3,1,4,402,Northern Metropolitan,3593
Footscray,u,170000,5.1,3011,1,1,0,30,Western Metropolitan,7570
Footscray,h,760000,6.4,3011,2,1,0,130,Western Metropolitan,7570
Footscray,h,957000,5.1,3011,2,1,0,148,Western Metropolitan,7570
Footscray,h,840000,6.4,3011,3,1,0,164,Western Metropolitan,7570
Footscray,h,882000,6.4,3011,2,1,0,172,Western Metropolitan,7570
Footscray,h,850000,6.4,3011,3,1,0,190,Western Metropolitan,7570
Footscray,h,900000,6.4,3011,2,1,0,210,Western Metropolitan,7570
Footscray,h,831000,6.4,3011,3,1,0,210,Western Metropolitan,7570
Footscray,h,752000,6.4,3011,2,1,0,215,Western Metropolitan,7570
Footscray,h,823000,6.4,3011,2,1,0,238,Western Metropolitan,7570
Footscray,h,757500,6.4,3011,2,1,0,258,Western Metropolitan,7570
Footscray,h,875000,6.4,3011,3,1,0,262,Western Metropolitan,7570
Footscray,h,885000,6.4,3011,2,1,0,267,Western Metropolitan,7570
Footscray,h,886500,6.4,3011,3,1,0,268,Western Metropolitan,7570
Footscray,h,910000,5.1,3011,2,1,0,312,Western Metropolitan,7570
Footscray,h,1100000,5.1,3011,3,1,0,390,Western Metropolitan,7570
Footscray,h,767500,6.4,3011,3,2,0,458,Western Metropolitan,7570
Footscray,h,1320000,5.1,3011,3,2,0,495,Western Metropolitan,7570
Footscray,h,1362000,6.4,3011,3,2,0,497,Western Metropolitan,7570
Footscray,t,455000,5.1,3011,2,1,1,43,Western Metropolitan,7570
Footscray,u,305000,6.4,3011,2,1,1,47,Western Metropolitan,7570
Footscray,u,305000,6.4,3011,1,1,1,59,Western Metropolitan,7570
Footscray,t,410000,6.4,3011,2,2,1,65,Western Metropolitan,7570
Footscray,t,575000,5.1,3011,2,2,1,88,Western Metropolitan,7570
Footscray,t,560000,6.4,3011,2,1,1,111,Western Metropolitan,7570
Footscray,t,820000,6.4,3011,3,2,1,122,Western Metropolitan,7570
Footscray,t,699000,6.4,3011,3,1,1,125,Western Metropolitan,7570
Footscray,h,661000,6.4,3011,2,1,1,132,Western Metropolitan,7570
Footscray,h,977000,6.4,3011,4,2,1,154,Western Metropolitan,7570
Footscray,h,575000,6.4,3011,2,1,1,162,Western Metropolitan,7570
Footscray,h,1000000,5.1,3011,4,2,1,180,Western Metropolitan,7570
Footscray,h,1170000,6.4,3011,2,1,1,184,Western Metropolitan,7570
Footscray,h,775000,6.4,3011,3,2,1,197,Western Metropolitan,7570
Footscray,h,740000,6.4,3011,3,1,1,211,Western Metropolitan,7570
Footscray,h,690500,6.4,3011,2,1,1,212,Western Metropolitan,7570
Footscray,t,760000,6.4,3011,3,1,1,219,Western Metropolitan,7570
Footscray,h,835000,6.4,3011,2,1,1,222,Western Metropolitan,7570
Footscray,h,942000,5.1,3011,2,1,1,241,Western Metropolitan,7570
Footscray,h,775000,6.4,3011,3,1,1,242,Western Metropolitan,7570
Footscray,h,747000,6.4,3011,3,1,1,246,Western Metropolitan,7570
Footscray,t,585000,6.4,3011,3,1,1,259,Western Metropolitan,7570
Footscray,h,760000,6.4,3011,3,1,1,265,Western Metropolitan,7570
Footscray,h,871000,6.4,3011,3,1,1,267,Western Metropolitan,7570
Footscray,h,1003000,6.4,3011,3,1,1,292,Western Metropolitan,7570
Footscray,h,858000,6.4,3011,2,1,1,313,Western Metropolitan,7570
Footscray,h,991000,5.1,3011,2,1,1,318,Western Metropolitan,7570
Footscray,h,1225000,6.4,3011,4,2,1,319,Western Metropolitan,7570
Footscray,h,1225000,6.4,3011,4,2,1,319,Western Metropolitan,7570
Footscray,h,747000,6.4,3011,2,1,1,320,Western Metropolitan,7570
Footscray,h,745000,6.4,3011,2,1,1,355,Western Metropolitan,7570
Footscray,h,910000,6.4,3011,3,1,1,361,Western Metropolitan,7570
Footscray,h,815000,6.4,3011,4,2,1,369,Western Metropolitan,7570
Footscray,h,932000,6.4,3011,2,1,1,451,Western Metropolitan,7570
Footscray,h,1270000,6.4,3011,3,1,1,452,Western Metropolitan,7570
Footscray,h,1320000,6.4,3011,3,1,1,482,Western Metropolitan,7570
Footscray,t,480000,6.4,3011,2,1,1,556,Western Metropolitan,7570
Footscray,u,291000,6.4,3011,1,1,1,665,Western Metropolitan,7570
Footscray,u,360000,6.4,3011,2,1,1,761,Western Metropolitan,7570
Footscray,h,1450000,6.4,3011,4,1,1,799,Western Metropolitan,7570
Footscray,u,315000,6.4,3011,2,1,1,882,Western Metropolitan,7570
Footscray,u,240000,5.1,3011,1,1,1,1015,Western Metropolitan,7570
Footscray,u,282000,6.4,3011,1,1,1,1783,Western Metropolitan,7570
Footscray,u,392500,6.4,3011,2,1,1,1783,Western Metropolitan,7570
Footscray,u,430000,5.1,3011,2,1,1,1909,Western Metropolitan,7570
Footscray,u,674000,6.4,3011,3,2,1,8680,Western Metropolitan,7570
Footscray,t,757000,6.4,3011,3,2,2,102,Western Metropolitan,7570
Footscray,t,735000,6.4,3011,3,2,2,112,Western Metropolitan,7570
Footscray,h,810000,5.1,3011,3,2,2,121,Western Metropolitan,7570
Footscray,h,878000,5.1,3011,3,2,2,163,Western Metropolitan,7570
Footscray,t,714000,6.4,3011,3,2,2,164,Western Metropolitan,7570
Footscray,h,980000,6.4,3011,3,2,2,196,Western Metropolitan,7570
Footscray,h,876000,6.4,3011,3,2,2,204,Western Metropolitan,7570
Footscray,h,750000,5.1,3011,3,1,2,232,Western Metropolitan,7570
Footscray,t,841000,6.4,3011,4,2,2,250,Western Metropolitan,7570
Footscray,h,711000,6.4,3011,2,1,2,253,Western Metropolitan,7570
Footscray,h,800000,6.4,3011,2,1,2,260,Western Metropolitan,7570
Footscray,h,895000,6.4,3011,3,1,2,272,Western Metropolitan,7570
Footscray,h,716000,6.4,3011,2,1,2,274,Western Metropolitan,7570
Footscray,h,775000,6.4,3011,2,1,2,277,Western Metropolitan,7570
Footscray,h,860500,6.4,3011,3,2,2,322,Western Metropolitan,7570
Footscray,h,780000,6.4,3011,3,1,2,323,Western Metropolitan,7570
Footscray,h,755000,5.1,3011,3,1,2,334,Western Metropolitan,7570
Footscray,h,800000,5.1,3011,2,1,2,353,Western Metropolitan,7570
Footscray,h,1045000,6.4,3011,3,2,2,384,Western Metropolitan,7570
Footscray,h,1290000,6.4,3011,3,1,2,411,Western Metropolitan,7570
Footscray,h,1100000,6.4,3011,3,1,2,633,Western Metropolitan,7570
Footscray,h,950000,6.4,3011,2,1,2,657,Western Metropolitan,7570
Footscray,u,605000,5.1,3011,3,1,2,4096,Western Metropolitan,7570
Footscray,u,615000,6.4,3011,2,1,3,207,Western Metropolitan,7570
Footscray,h,900000,5.1,3011,3,1,3,312,Western Metropolitan,7570
Footscray,h,930000,6.4,3011,3,1,3,413,Western Metropolitan,7570
Footscray,h,891000,5.1,3011,4,1,3,446,Western Metropolitan,7570
Footscray,h,1375000,6.4,3011,3,2,3,487,Western Metropolitan,7570
Footscray,h,1155000,6.4,3011,3,1,3,585,Western Metropolitan,7570
Footscray,u,605000,6.4,3011,2,1,3,2794,Western Metropolitan,7570
Forest Hill,h,360000,15.4,3131,1,1,1,76,Eastern Metropolitan,4385
Forest Hill,h,680000,15.4,3131,2,1,1,189,Eastern Metropolitan,4385
Forest Hill,u,764000,15.4,3131,3,2,1,258,Eastern Metropolitan,4385
Forest Hill,u,730000,15.4,3131,2,1,1,296,Eastern Metropolitan,4385
Forest Hill,h,742000,15.4,3131,3,1,1,404,Eastern Metropolitan,4385
Forest Hill,h,1020000,15.4,3131,2,1,1,581,Eastern Metropolitan,4385
Forest Hill,h,1011000,15.4,3131,3,1,1,590,Eastern Metropolitan,4385
Forest Hill,h,950000,15.4,3131,4,1,1,607,Eastern Metropolitan,4385
Forest Hill,h,1078000,15.4,3131,4,1,1,611,Eastern Metropolitan,4385
Forest Hill,h,1065000,15.4,3131,6,1,1,704,Eastern Metropolitan,4385
Forest Hill,h,945000,15.4,3131,4,2,2,294,Eastern Metropolitan,4385
Forest Hill,t,850500,15.4,3131,3,2,2,353,Eastern Metropolitan,4385
Forest Hill,h,1205000,15.4,3131,5,3,2,477,Eastern Metropolitan,4385
Forest Hill,h,1177000,15.4,3131,3,2,2,561,Eastern Metropolitan,4385
Forest Hill,h,1234000,15.4,3131,6,3,2,579,Eastern Metropolitan,4385
Forest Hill,h,800000,15.4,3131,3,1,2,617,Eastern Metropolitan,4385
Forest Hill,h,1000000,15.4,3131,4,2,2,624,Eastern Metropolitan,4385
Forest Hill,h,1197000,15.4,3131,3,2,2,651,Eastern Metropolitan,4385
Forest Hill,h,1350000,15.4,3131,4,2,2,653,Eastern Metropolitan,4385
Forest Hill,h,1131000,15.4,3131,3,1,2,697,Eastern Metropolitan,4385
Forest Hill,h,1372000,15.4,3131,4,1,2,866,Eastern Metropolitan,4385
Forest Hill,h,950000,15.4,3131,4,2,3,587,Eastern Metropolitan,4385
Frankston,h,640000,38,3199,3,2,1,368,South-Eastern Metropolitan,17055
Frankston,h,550000,38,3199,3,2,1,539,South-Eastern Metropolitan,17055
Frankston,h,634000,38,3199,3,1,1,586,South-Eastern Metropolitan,17055
Frankston,h,755000,38,3199,4,1,1,622,South-Eastern Metropolitan,17055
Frankston,h,566000,38,3199,3,1,1,623,South-Eastern Metropolitan,17055
Frankston,h,740000,38,3199,3,1,1,650,South-Eastern Metropolitan,17055
Frankston,h,610000,38,3199,3,2,1,654,South-Eastern Metropolitan,17055
Frankston,h,655000,38,3199,3,2,1,680,South-Eastern Metropolitan,17055
Frankston,h,938000,38,3199,3,1,1,972,South-Eastern Metropolitan,17055
Frankston,h,715000,38,3199,5,2,1,1424,South-Eastern Metropolitan,17055
Frankston,h,1010000,38,3199,3,2,2,306,South-Eastern Metropolitan,17055
Frankston,h,570000,38,3199,3,1,2,537,South-Eastern Metropolitan,17055
Frankston,h,545000,38,3199,3,2,2,571,South-Eastern Metropolitan,17055
Frankston,h,600500,38,3199,4,2,2,580,South-Eastern Metropolitan,17055
Frankston,h,700000,38,3199,3,1,2,593,South-Eastern Metropolitan,17055
Frankston,h,690000,38,3199,3,2,2,595,South-Eastern Metropolitan,17055
Frankston,h,491000,38,3199,3,1,2,602,South-Eastern Metropolitan,17055
Frankston,h,650000,38,3199,4,2,2,710,South-Eastern Metropolitan,17055
Frankston,h,565000,38,3199,3,1,2,713,South-Eastern Metropolitan,17055
Frankston,h,695000,38,3199,4,1,3,713,South-Eastern Metropolitan,17055
Frankston,h,680000,38,3199,4,2,3,767,South-Eastern Metropolitan,17055
Frankston,h,506000,38,3199,3,1,4,578,South-Eastern Metropolitan,17055
Frankston,h,515000,38,3199,3,1,4,602,South-Eastern Metropolitan,17055
Frankston North,h,452000,36.9,3200,3,1,0,624,Eastern Victoria,2500
Frankston North,h,493000,36.9,3200,3,1,1,657,Eastern Victoria,2500
Frankston North,h,611000,36.9,3200,3,2,1,691,Eastern Victoria,2500
Frankston North,h,570000,36.9,3200,3,1,4,632,Eastern Victoria,2500
Frankston South,h,665000,38,3199,3,1,1,642,South-Eastern Metropolitan,7566
Frankston South,h,850000,38,3199,3,1,1,884,South-Eastern Metropolitan,7566
Frankston South,h,760000,38,3199,4,2,2,536,South-Eastern Metropolitan,7566
Frankston South,h,945000,38,3199,4,2,2,694,South-Eastern Metropolitan,7566
Frankston South,h,750000,38,3199,3,1,2,698,South-Eastern Metropolitan,7566
Frankston South,h,755000,38,3199,3,1,2,786,South-Eastern Metropolitan,7566
Frankston South,h,810000,38,3199,3,1,2,835,South-Eastern Metropolitan,7566
Frankston South,h,910000,38,3199,2,1,2,894,South-Eastern Metropolitan,7566
Frankston South,h,980000,38,3199,4,2,2,937,South-Eastern Metropolitan,7566
Frankston South,h,1905000,38,3199,4,2,2,1471,South-Eastern Metropolitan,7566
Frankston South,h,1400000,38,3199,4,3,2,1659,South-Eastern Metropolitan,7566
Frankston South,h,1155000,38,3199,3,2,2,2405,South-Eastern Metropolitan,7566
Frankston South,h,1155000,38,3199,3,2,2,2405,South-Eastern Metropolitan,7566
Frankston South,h,1350000,38,3199,4,2,2,2716,South-Eastern Metropolitan,7566
Frankston South,h,860000,38,3199,3,2,3,4780,South-Eastern Metropolitan,7566
Frankston South,h,830000,38,3199,4,1,4,600,South-Eastern Metropolitan,7566
Gardenvale,h,1250000,9.8,3185,3,2,2,236,Southern Metropolitan,534
Gardenvale,h,1880000,7.2,3185,5,2,2,538,Southern Metropolitan,534
Gardenvale,h,2200000,9.8,3185,4,3,3,474,Southern Metropolitan,534
Gisborne,h,426000,45.9,3437,3,1,1,412,Northern Victoria,3376
Gisborne,h,540000,45.9,3437,3,1,2,665,Northern Victoria,3376
Gisborne,h,521000,45.9,3437,4,2,2,978,Northern Victoria,3376
Gisborne,h,650000,45.9,3437,6,2,2,1301,Northern Victoria,3376
Gisborne,h,690000,45.9,3437,3,2,2,2189,Northern Victoria,3376
Gisborne,h,780000,45.9,3437,4,3,2,20200,Northern Victoria,3376
Gisborne,h,807000,45.9,3437,4,2,3,40468,Northern Victoria,3376
Gisborne,h,775000,45.9,3437,3,2,4,1290,Northern Victoria,3376
Gladstone Park,h,452500,12.9,3043,3,1,0,259,Western Metropolitan,3285
Gladstone Park,h,586000,12.9,3043,3,1,1,534,Western Metropolitan,3285
Gladstone Park,h,660000,12.9,3043,5,2,1,536,Western Metropolitan,3285
Gladstone Park,h,645000,12.9,3043,3,1,1,556,Western Metropolitan,3285
Gladstone Park,h,755000,12.9,3043,3,1,1,935,Western Metropolitan,3285
Gladstone Park,h,680000,12.9,3043,3,1,2,300,Western Metropolitan,3285
Gladstone Park,h,742000,12.9,3043,3,2,2,375,Western Metropolitan,3285
Gladstone Park,h,625000,12.9,3043,3,1,2,544,Western Metropolitan,3285
Gladstone Park,h,629000,12.9,3043,3,1,2,552,Western Metropolitan,3285
Gladstone Park,h,749000,12.9,3043,4,2,2,561,Western Metropolitan,3285
Gladstone Park,h,675000,12.9,3043,5,2,2,565,Western Metropolitan,3285
Gladstone Park,h,627000,12.9,3043,3,1,2,573,Western Metropolitan,3285
Gladstone Park,h,653000,12.9,3043,3,1,2,618,Western Metropolitan,3285
Gladstone Park,h,635000,12.9,3043,4,2,2,634,Western Metropolitan,3285
Gladstone Park,h,670000,12.9,3043,4,2,2,729,Western Metropolitan,3285
Gladstone Park,h,670000,12.9,3043,4,2,3,213,Western Metropolitan,3285
Gladstone Park,h,660000,12.9,3043,3,1,3,467,Western Metropolitan,3285
Gladstone Park,h,650000,12.9,3043,3,1,3,529,Western Metropolitan,3285
Gladstone Park,h,691000,12.9,3043,5,2,3,551,Western Metropolitan,3285
Gladstone Park,h,625000,12.9,3043,3,2,4,578,Western Metropolitan,3285
Glen Huntly,t,635000,10.4,3163,2,2,1,81,Southern Metropolitan,2403
Glen Huntly,h,630000,10.4,3163,2,1,1,100,Southern Metropolitan,2403
Glen Huntly,u,600000,10.1,3163,1,1,1,100,Southern Metropolitan,2403
Glen Huntly,h,1330000,10.4,3163,3,2,1,295,Southern Metropolitan,2403
Glen Huntly,u,695000,10.4,3163,2,1,1,1035,Southern Metropolitan,2403
Glen Huntly,u,260000,10.4,3163,1,1,1,1162,Southern Metropolitan,2403
Glen Huntly,u,640000,10.4,3163,2,1,1,1784,Southern Metropolitan,2403
Glen Huntly,h,1160000,10.4,3163,3,1,2,553,Southern Metropolitan,2403
Glen Huntly,h,2575000,10.4,3163,5,3,2,688,Southern Metropolitan,2403
Glen Iris,h,845000,9.2,3146,2,0,0,207,Southern Metropolitan,10412
Glen Iris,h,1020000,9.2,3146,2,1,0,251,Southern Metropolitan,10412
Glen Iris,h,1550000,9.2,3146,4,0,0,769,Southern Metropolitan,10412
Glen Iris,u,452000,9.2,3146,1,1,1,63,Southern Metropolitan,10412
Glen Iris,t,585000,9.2,3146,2,1,1,84,Southern Metropolitan,10412
Glen Iris,u,839000,7.3,3146,2,1,1,97,Southern Metropolitan,10412
Glen Iris,u,851000,7.3,3146,2,1,1,100,Southern Metropolitan,10412
Glen Iris,h,708000,7.3,3146,2,1,1,151,Southern Metropolitan,10412
Glen Iris,u,910000,9.2,3146,2,1,1,157,Southern Metropolitan,10412
Glen Iris,t,955000,7.3,3146,2,1,1,197,Southern Metropolitan,10412
Glen Iris,u,580000,7.3,3146,2,1,1,200,Southern Metropolitan,10412
Glen Iris,h,1222000,9.2,3146,3,1,1,215,Southern Metropolitan,10412
Glen Iris,h,967500,9.2,3146,3,2,1,233,Southern Metropolitan,10412
Glen Iris,h,1366000,7.3,3146,2,2,1,241,Southern Metropolitan,10412
Glen Iris,h,1390000,7.3,3146,3,2,1,303,Southern Metropolitan,10412
Glen Iris,h,1307500,7.3,3146,3,1,1,316,Southern Metropolitan,10412
Glen Iris,t,1333000,7.3,3146,3,2,1,344,Southern Metropolitan,10412
Glen Iris,h,1910000,7.3,3146,3,2,1,348,Southern Metropolitan,10412
Glen Iris,h,1280000,9.2,3146,2,1,1,412,Southern Metropolitan,10412
Glen Iris,h,1723000,9.2,3146,2,1,1,553,Southern Metropolitan,10412
Glen Iris,u,375000,9.2,3146,1,1,1,602,Southern Metropolitan,10412
Glen Iris,h,1850000,7.3,3146,3,1,1,645,Southern Metropolitan,10412
Glen Iris,h,1700000,9.2,3146,4,3,1,650,Southern Metropolitan,10412
Glen Iris,h,2000000,9.2,3146,5,3,1,696,Southern Metropolitan,10412
Glen Iris,h,1908000,7.3,3146,4,1,1,702,Southern Metropolitan,10412
Glen Iris,h,1360000,9.2,3146,3,2,1,704,Southern Metropolitan,10412
Glen Iris,h,1600000,9.2,3146,3,2,1,704,Southern Metropolitan,10412
Glen Iris,t,965000,7.3,3146,2,2,1,704,Southern Metropolitan,10412
Glen Iris,t,965000,7.3,3146,2,2,1,704,Southern Metropolitan,10412
Glen Iris,u,762000,7.3,3146,2,1,1,730,Southern Metropolitan,10412
Glen Iris,h,1998000,9.2,3146,4,2,1,739,Southern Metropolitan,10412
Glen Iris,t,345000,9.2,3146,1,1,1,745,Southern Metropolitan,10412
Glen Iris,h,1530000,9.2,3146,3,1,1,753,Southern Metropolitan,10412
Glen Iris,u,420000,9.2,3146,1,1,1,805,Southern Metropolitan,10412
Glen Iris,h,1910000,7.3,3146,2,1,1,848,Southern Metropolitan,10412
Glen Iris,u,382000,9.2,3146,2,1,1,1069,Southern Metropolitan,10412
Glen Iris,u,291000,9.2,3146,1,1,1,1097,Southern Metropolitan,10412
Glen Iris,u,519500,7.3,3146,2,1,1,1101,Southern Metropolitan,10412
Glen Iris,u,501000,7.3,3146,2,1,1,2015,Southern Metropolitan,10412
Glen Iris,u,721000,9.2,3146,2,2,1,2696,Southern Metropolitan,10412
Glen Iris,t,797000,9.2,3146,2,1,2,97,Southern Metropolitan,10412
Glen Iris,u,710000,9.2,3146,2,1,2,123,Southern Metropolitan,10412
Glen Iris,u,690000,9.2,3146,2,1,2,166,Southern Metropolitan,10412
Glen Iris,t,1315000,9.2,3146,3,2,2,184,Southern Metropolitan,10412
Glen Iris,t,1160000,7.3,3146,3,2,2,203,Southern Metropolitan,10412
Glen Iris,h,1425000,9.2,3146,3,2,2,217,Southern Metropolitan,10412
Glen Iris,h,1452000,9.2,3146,3,2,2,269,Southern Metropolitan,10412
Glen Iris,h,1770000,7.3,3146,4,3,2,276,Southern Metropolitan,10412
Glen Iris,t,1220000,9.2,3146,3,2,2,278,Southern Metropolitan,10412
Glen Iris,u,1162000,9.2,3146,2,2,2,281,Southern Metropolitan,10412
Glen Iris,u,1330000,7.3,3146,3,2,2,296,Southern Metropolitan,10412
Glen Iris,h,1660000,9.2,3146,3,1,2,297,Southern Metropolitan,10412
Glen Iris,h,1550000,9.2,3146,3,2,2,307,Southern Metropolitan,10412
Glen Iris,t,1501000,7.3,3146,3,2,2,313,Southern Metropolitan,10412
Glen Iris,h,1375000,9.2,3146,3,2,2,328,Southern Metropolitan,10412
Glen Iris,h,920000,9.2,3146,2,1,2,334,Southern Metropolitan,10412
Glen Iris,t,1350000,9.2,3146,3,2,2,342,Southern Metropolitan,10412
Glen Iris,t,1610000,7.3,3146,3,2,2,364,Southern Metropolitan,10412
Glen Iris,t,1625000,9.2,3146,3,2,2,365,Southern Metropolitan,10412
Glen Iris,h,1825000,9.2,3146,3,3,2,366,Southern Metropolitan,10412
Glen Iris,h,1510000,9.2,3146,3,2,2,370,Southern Metropolitan,10412
Glen Iris,h,1285000,7.3,3146,3,2,2,374,Southern Metropolitan,10412
Glen Iris,h,1430000,9.2,3146,3,3,2,385,Southern Metropolitan,10412
Glen Iris,h,1802000,9.2,3146,4,3,2,394,Southern Metropolitan,10412
Glen Iris,h,1650000,9.2,3146,5,2,2,400,Southern Metropolitan,10412
Glen Iris,h,1300000,7.3,3146,3,2,2,400,Southern Metropolitan,10412
Glen Iris,h,1300000,7.3,3146,3,1,2,403,Southern Metropolitan,10412
Glen Iris,h,1500000,7.3,3146,3,2,2,409,Southern Metropolitan,10412
Glen Iris,h,2165000,7.3,3146,4,3,2,409,Southern Metropolitan,10412
Glen Iris,h,1250000,9.2,3146,2,1,2,438,Southern Metropolitan,10412
Glen Iris,h,1601000,9.2,3146,3,1,2,453,Southern Metropolitan,10412
Glen Iris,h,1310000,9.2,3146,3,1,2,464,Southern Metropolitan,10412
Glen Iris,h,1456000,9.2,3146,3,1,2,504,Southern Metropolitan,10412
Glen Iris,t,1200000,9.2,3146,3,2,2,541,Southern Metropolitan,10412
Glen Iris,h,1890000,7.3,3146,3,1,2,554,Southern Metropolitan,10412
Glen Iris,h,2340000,9.2,3146,4,2,2,586,Southern Metropolitan,10412
Glen Iris,h,2180000,7.3,3146,5,3,2,595,Southern Metropolitan,10412
Glen Iris,h,2725000,9.2,3146,4,3,2,603,Southern Metropolitan,10412
Glen Iris,h,1420000,9.2,3146,3,1,2,615,Southern Metropolitan,10412
Glen Iris,h,1700000,9.2,3146,3,2,2,625,Southern Metropolitan,10412
Glen Iris,h,1690000,7.3,3146,3,1,2,625,Southern Metropolitan,10412
Glen Iris,h,1780000,9.2,3146,3,1,2,627,Southern Metropolitan,10412
Glen Iris,h,2020000,9.2,3146,4,2,2,630,Southern Metropolitan,10412
Glen Iris,h,1700000,7.3,3146,5,3,2,630,Southern Metropolitan,10412
Glen Iris,h,2325000,9.2,3146,4,3,2,638,Southern Metropolitan,10412
Glen Iris,h,2352500,9.2,3146,5,3,2,642,Southern Metropolitan,10412
Glen Iris,h,2100000,9.2,3146,4,2,2,645,Southern Metropolitan,10412
Glen Iris,h,2690000,7.3,3146,4,2,2,647,Southern Metropolitan,10412
Glen Iris,h,1931000,9.2,3146,3,2,2,648,Southern Metropolitan,10412
Glen Iris,h,2250000,9.2,3146,5,3,2,650,Southern Metropolitan,10412
Glen Iris,h,1960000,9.2,3146,5,3,2,650,Southern Metropolitan,10412
Glen Iris,h,1765000,9.2,3146,3,1,2,650,Southern Metropolitan,10412
Glen Iris,h,1750000,9.2,3146,3,2,2,652,Southern Metropolitan,10412
Glen Iris,h,2376000,9.2,3146,4,2,2,652,Southern Metropolitan,10412
Glen Iris,h,1825000,9.2,3146,3,1,2,652,Southern Metropolitan,10412
Glen Iris,h,1699000,9.2,3146,3,1,2,653,Southern Metropolitan,10412
Glen Iris,h,2410000,9.2,3146,5,2,2,654,Southern Metropolitan,10412
Glen Iris,h,2152500,7.3,3146,3,2,2,656,Southern Metropolitan,10412
Glen Iris,h,2010000,9.2,3146,4,2,2,659,Southern Metropolitan,10412
Glen Iris,h,1500000,9.2,3146,3,1,2,660,Southern Metropolitan,10412
Glen Iris,h,1650000,7.3,3146,2,1,2,660,Southern Metropolitan,10412
Glen Iris,h,1550000,9.2,3146,3,2,2,662,Southern Metropolitan,10412
Glen Iris,h,3310000,9.2,3146,3,3,2,662,Southern Metropolitan,10412
Glen Iris,h,1880000,9.2,3146,3,2,2,668,Southern Metropolitan,10412
Glen Iris,h,1275000,9.2,3146,3,2,2,669,Southern Metropolitan,10412
Glen Iris,h,3010000,9.2,3146,3,3,2,677,Southern Metropolitan,10412
Glen Iris,h,1665000,9.2,3146,3,1,2,685,Southern Metropolitan,10412
Glen Iris,h,1738000,7.3,3146,3,2,2,692,Southern Metropolitan,10412
Glen Iris,h,2100000,9.2,3146,5,3,2,696,Southern Metropolitan,10412
